id,task_name,task_detail,task_assessment,task_behavior,task_feedback,task_duedate,created_at,updated_at,course_id,room_id,task_behavior_extra,average_score,task_assignment_other,task_alert
127,Mind Map โรงเรียนของฉัน,ส่งวันจันทร์ที่ 9 กันยายน 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สร้างสรรค์"",""มีความสวยงาม"",""มีรายละเอียดครบถ้วน"",""ชิ้นงานมีความสมบูรณ์""],""disadvantages"":[""ลายมือยังไม่สวย"",""องค์ประกอบของแผนภาพยังไม่ครบ""],""suggestion"":[""พัฒนาลายมือให้สวยขึ้น"",""เขียนองค์ประกอบของแผนภาพให้ครบถ้วน""]}",2019-09-09 02:00:00,2019-09-06 06:51:39.941085,2019-09-06 07:25:57.895466,102,124,"{""type"":""คะแนน (scoring)"",""score"":""10คะแนน""}",7,ชิ้นงาน,2019-09-08 08:00:00
128,สรุปเนื้อหา,ส่ง 20 กันยายน 2562,แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เนื้อหาครบถ้วนครอบคลุม"",""เนื้อหาครบตามหัวข้อ"",""เนื้อหาขาดไปบางส่วน"",""ลายมืออ่านยาก""],""disadvantages"":[""ลายมือ""],""suggestion"":[""ฝึกการอ่านจับใจความสำคํญเพิ่มเติม""]}",2019-09-23 06:50:00,2019-09-06 06:51:40.308569,2019-09-06 07:30:05.669534,135,150,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-22 06:50:00
149,ใบงาน  my  farm,สำรวจชุมชน,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำงานได้สวยงามมาก"",""เป็นระเบียบ""],""disadvantages"":[""ควรวาดภาพประกอบ"",""ระบายสีภาพให้สวยงาม""],""suggestion"":[]}",2019-09-13 03:00:00,2019-09-06 06:56:46.492027,2019-09-06 07:22:40.163968,111,130,"{""type"":""คะแนน (scoring)"",""score"":""10""}",7,"",2019-09-09 07:00:00
136,Mind map สรุปการอ่าน,ส่งวันจันทร์ที่ 9 ก.ย. 62,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""มีรายละเอียดครบถ้วน"",""ชิ้นงานมีความสมบูรณ์""],""disadvantages"":[""ลายมือยังไม่สวย"",""องค์ประกอบของแผนภาพไม่ครบ""],""suggestion"":[""พัฒนาลายมือให้สวยขึ้นและเขียนให้เป็นระเบียบ"",""ใส่องค์ประกอบของแผนภาพให้ครบถ้วน""]}",2019-09-09 01:00:00,2019-09-06 06:52:14.089975,2019-09-06 07:22:41.402317,113,144,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,ชิ้นงาน,2019-09-08 01:00:00
145,ใบงานmy farm,สำรวจชุมชน,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปสวยงาม"",""ระบุสิ่งมีชีวิตได้ถูกต้อง""],""disadvantages"":[""รูปวาดดูยาก"",""ไม่มีการระบุสิ่งมีชีวิต""],""suggestion"":[""ควรสำรวจเพิ่มเติม"",""ควรลงสีรูปภาพให้สวยงาม""]}",2019-09-16 01:00:00,2019-09-06 06:56:21.148318,2019-09-06 07:22:43.525456,113,144,"{""type"":""คะแนน (scoring)"",""score"":""10""}",9,สังเกต,2019-09-13 01:00:00
130,mindmap สรุปการลงชุมชน,ชิ้นงาน,กิจกรรมกลุ่ม,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""มีรายละเอียดครบถ้วน"",""ชิ้นงานมีความสมบูรณ์""],""disadvantages"":[""ลายมือยังไม่สวย"",""องค์ประกอบยังไม่ครบ""],""suggestion"":[""พัฒนาลายมือให้สวยขึ้นและเขียนให้เป็นระเบียบ"",""ใส่องค์ประกอบของแผนภาพให้ครบถ้วน""]}",2019-09-10 02:00:00,2019-09-06 06:51:43.924571,2019-09-06 07:22:55.628491,117,145,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-10 03:00:00
148,ใบงาน my farm,ใช้ตอนสำรวจชุมชน,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปสวยงาม"",""ระบุชื่อสิ่งมีชีวิตได้ถูกต้องดีมาก""],""disadvantages"":[""รูปที่วาดดูยาก""],""suggestion"":[""ลงสีให้สวยงามวาดรูปแล้ว"",""อาจหาข้อมูลเพิ่มเติมทางอินเทอร์เน็ต""]}",2019-09-16 02:00:00,2019-09-06 06:56:46.063195,2019-09-06 07:22:58.120012,117,145,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-12 01:00:00
132,Mind map สรุปการอ่าน,ส่งวันจันทร์ ที่ 9 เดือน กันยายน พ.ศ. 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""มีรายละเอียดครบถ้วน"",""ชิ้นงานมีความสมบูรณ์ และสวยงาม""],""disadvantages"":[""ลายมือยังไม่สวย"",""องค์ประกอบของแผนภูมิยังไม่ครบ""],""suggestion"":[""พัฒนาลายมือให้สวยงามขึ้น"",""ใส่องค์ประกอบให้ครบถ้วน""]}",2019-09-09 01:00:00,2019-09-06 06:52:00.729776,2019-09-06 07:34:04.636124,107,132,"{""type"":""คะแนน (scoring)"",""score"":""10""}",9,ชิ้นงาน,2019-09-08 01:00:00
137,mindmap การลงสำรวจชุมชน,ชิ้นงาน,กิจกรรมกลุ่ม,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ชิ้นงานมีความสมบูรณ์"",""มีรายละเอียดครบถ้วน"",""ออกแบบได้สวยงาม""],""disadvantages"":[""ลายมือยังไม่สวย"",""องค์ประกอบของแผนภาพยังไม่ครบ""],""suggestion"":[""พัฒนาลายมือให้สวยขึ้น"",""ใส่รายละเอียดของแผนภาพให้ครบ""]}",2019-09-06 06:51:00,2019-09-06 06:52:38.904333,2019-09-06 06:52:38.904333,131,149,"{""type"":""คะแนน (scoring)"",""score"":""10""}",0,"",2019-09-06 06:51:00
140,ใบงาน My Farm,ใช้ตอนสำรวจชุมชน,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปสวยงาม"",""ระบุชื่อสิ่งมีชีวิตได้ถูกต้องดีมาก""],""disadvantages"":[""รูปที่วาดดูยาก"",""ไม่ลงสีรูปภาพ"",""ระบุชื่อสิ่งมีชีวิตไม่ถูกต้อง""],""suggestion"":[""อาจค้นหาข้อมูลเพิ่มเติมทางอินเตอร์เน็ต"",""วาดรูปแล้วควรลงสีให้สวยงาม""]}",2019-09-16 01:00:00,2019-09-06 06:56:06.432477,2019-09-06 07:22:35.205528,112,128,"{""type"":""คะแนน (scoring)"",""score"":""10""}",7,"",2019-09-13 01:00:00
144,ใบงาน,ใช้สำรวจชุมชน,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปสวยงาม"",""เนื้อหาน่าสนใจ""],""disadvantages"":[""ลายมือไม่สวย""],""suggestion"":[""ปรับปรุงลายมือให้มีความเรียบร้อย""]}",2019-09-23 01:00:00,2019-09-06 06:56:11.516413,2019-09-06 07:22:45.078053,100,126,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-20 01:00:00
142,ใบงาน,เขียนชื่อพืชที่พบ,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เขียนได้ถุกต้อง"",""ทำงานสะอาดเรียบร้อย"",""ระบายสีสวย""],""disadvantages"":[""ควรเขียนชื่อพืชให้ถูกต้องทุกคำ"",""ความสะอาดของชิ้นงาน""],""suggestion"":[]}",2019-09-12 02:00:00,2019-09-06 06:56:10.150374,2019-09-06 07:22:52.53012,123,133,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-11 06:00:00
150,ใบงาน My Hometown,วาดแผนที่ชุมชนพร้อมจุดเช็คอิน,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""8"",""text"":""ดีมาก""},{""score"":""6"",""text"":""ดี""},{""score"":""4"",""text"":""พอใช้""},{""score"":""2"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดภาพสวยงาม"",""งานมีความสะอาดเรียบร้อย"",""ระบายสีสันน่าสนใจ""],""disadvantages"":[""งานไม่สะอาด"",""ไม่สวยงาม""],""suggestion"":[""ควรวาดและระบายสีให้สวยงาม"",""ควรปรับปรุงงานให้สะอาดเรียบร้อยกว่าเดิม""]}",2019-09-11 06:56:00,2019-09-06 06:56:46.684274,2019-09-06 07:22:54.982223,114,136,"{""type"":""คะแนน (scoring)"",""score"":""10 คะแนน""}",8,"",2019-09-13 06:56:00
143,วาดรูป,ส่งวันอังคารที่ 10,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปสวยงาม"",""ลงสีอ่อนเกินไป""],""disadvantages"":[""วาดรูปให้สวยงาม"",""ลงสีให้เข้มขึ้น""],""suggestion"":[""วาดรูปให้สวยงาม"",""ลงสีให้เข้มขึ้น""]}",2019-09-10 06:55:00,2019-09-06 06:56:11.026075,2019-09-06 07:23:25.78217,110,129,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-09 06:56:00
141,ใบงาน บ่อเต่า,กิจกรรมในชั้นเรียน,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""รูปสวยงาม"",""รายละเอียดน่าสนใจ""],""disadvantages"":[""ข้อมูลไม่นาสนใจ""],""suggestion"":[""ค้นหาข้อมูลเพิ่มเติม""]}",2019-09-13 06:25:00,2019-09-06 06:56:09.484351,2019-09-06 07:28:48.596942,122,125,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-11 06:25:00
139,ใบงาน เรื่อง วัสดุเหลือใช้ในท้องถิ่น,ใช้ตอนสำรวจชุมชน,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปสวย""],""disadvantages"":[""ระบายสีให้เข้ม""],""suggestion"":[""ควรระบายสีให้มีสีสันสวยงาน""]}",2019-09-12 02:30:00,2019-09-06 06:53:52.048471,2019-09-06 07:38:07.408805,101,119,"{""type"":""คะแนน (scoring)"",""score"":""10  คะแนน""}",8,"",2019-09-11 02:30:00
153,ใบงานสำรวจชุมชน,10 คะแนน,แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปสวยงาม""],""disadvantages"":[""ระบายสีให้สวยงาม""],""suggestion"":[""เพิ่มความคิดสร้างสรรค์""]}",2019-09-10 02:30:00,2019-09-06 06:56:55.497029,2019-09-06 07:22:40.441663,129,148,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-09 01:30:00
179,สอบปลายภาค,ข้อสอบ 20 ข้อ แบบ 4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ถูกต้องทุกข้อ"",""เก่งมาก""],""disadvantages"":[],""suggestion"":[""ควรหนังสือให้มากขึ้น""]}",2019-09-30 01:00:00,2019-09-06 07:01:36.835121,2019-09-06 07:22:53.308552,115,141,"{""type"":""คะแนน (scoring)"",""score"":""20 คะแนน""}",15,"",2019-09-27 01:00:00
182,Final Exam,ข้อสอบแบบเลือกตอบ 10 ข้อ,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""18"",""text"":""ดีเยี่ยม""},{""score"":""15"",""text"":""ดี""},{""score"":""13"",""text"":""ปานกลาง""},{""score"":""10"",""text"":""ผ่าน""}],""advantages"":[""ทำครบทุกข้อ"",""ถูกต้องทุกข้อ""],""disadvantages"":[""ทำไม่ครบ""],""suggestion"":[""ควรปรับปปรุงการทำข้อสอบให้ดีกว่าเดิม""]}",2019-09-19 07:01:00,2019-09-06 07:01:58.115615,2019-09-06 07:23:16.393222,114,136,"{""type"":""คะแนน (scoring)"",""score"":""20 คะแนน""}",16,"",2019-09-18 07:01:00
171,สอบปลายภาค,ข้อสอบ 20 ข้อ,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เก่งมาก "",""มีความตั้งใจ""],""disadvantages"":[],""suggestion"":[""อ่านหนังสือให้มากขึ้น""]}",2019-09-27 07:00:00,2019-09-06 07:01:28.987068,2019-09-06 07:23:28.20719,116,138,"{""type"":""คะแนน (scoring)"",""score"":""20""}",17,"",2019-09-23 07:01:00
169,สอบปลายภาค,ข้อสอบ 20 ข้อ แบบ 4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ครบทุกข้อ"",""เก่งจังครับ""],""disadvantages"":[],""suggestion"":[""ควรอ่านหนังสือให้มากขึ้น""]}",2019-09-30 01:00:00,2019-09-06 07:01:27.244814,2019-09-06 07:23:44.760601,117,145,"{""type"":""คะแนน (scoring)"",""score"":""10""}",7,"",2019-09-27 01:00:00
154,Myfarm,วาดรูปได้สวยงสม,แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ดีมาก"",""ดีเยี่ยม""],""disadvantages"":[""ระบายสีไม่เข้ม"",""สีไม่สม่ำเสมอ""],""suggestion"":[""ควรระบายสีให้สม่ำเสมอ""]}",2019-09-19 06:53:00,2019-09-06 06:56:56.748587,2019-09-06 07:46:16.894336,118,142,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-23 06:54:00
192,แบบทดสอบ,"",สอบกลางภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เก่งจังค่ะ"",""ทำได้ทุกข้อเลย"",""ครูเป็นกำลังใจให้นะ""],""disadvantages"":[""ตั้งใจทำข้อสอบนะ"",""อ่านคำสั่งให้รอบคอบนะ""],""suggestion"":[]}",2019-09-27 02:30:00,2019-09-06 07:04:06.447989,2019-09-06 07:29:56.199347,108,131,"{""type"":""คะแนน (scoring)"",""score"":""20""}",18,"",2019-09-25 08:30:00
172,สอบปลายภาค,สอบ 20 ข้อ  แบบ 4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ครบทุกข้อ"",""เก่งมากค่ะ"",""เป็นกำลังใจให้นะค่ะ""],""disadvantages"":[],""suggestion"":[""ควรอ่านหนังสือให้มากขึ้น""]}",2019-09-24 01:00:00,2019-09-06 07:01:29.215002,2019-09-06 07:32:30.883556,107,132,"{""type"":""คะแนน (scoring)"",""score"":""20""}",15,"",2019-09-20 01:00:00
164,mindmap การลงสำรวจชุมชน,ใบงาน,กิจกรรมกลุ่ม,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":"" ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2019-09-06 06:59:00,2019-09-06 06:59:45.364463,2019-09-06 06:59:45.364463,143,155,"{""type"":""คะแนน (scoring)"",""score"":""""}",0,"",2019-09-06 06:59:00
174,สอบปลายภาค,ข้อสอบ  20 ข้อ  แบบ  4  ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เก่งมาก"",""ทำถูกทุกข้อเลย""],""disadvantages"":[],""suggestion"":[""ควรอ่านหนังสือให้มากขื้น""]}",2019-09-30 01:00:00,2019-09-06 07:01:29.623315,2019-09-06 07:22:51.552011,111,130,"{""type"":""คะแนน (scoring)"",""score"":""20  คะแนน""}",15,"",2019-09-27 01:00:00
163,mind mad ,สรุปการอ่านเป็น mind map ,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เขียนแผนภาพได้สวยงาม"",""เนื้อหาครบถ้วน"",""ลายมือสวย""],""disadvantages"":[""ลายมือยังสวยไม่เพียงพอ"",""เนื้อหายังไม่ครบถ้วน""],""suggestion"":[""เขียนให้ลายมือสวยขึ้น"",""เนื้อหาต้องสมบูรณ์ครบถ้วน""]}",2019-09-10 02:00:00,2019-09-06 06:59:13.243129,2019-09-06 07:26:39.475008,120,135,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,ชิ้นงาน,2019-09-09 02:00:00
162,Mind map สรุปการอ่าน,ส่งวันจันทร์ที่ 9 กันยายน 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""มีรายละเอียดครบถ้วน""],""disadvantages"":[""ลายมือยังไม่สวย"",""แผนภาพยังไม่สมบูรณ์""],""suggestion"":[""ปรับปรุงลายมือให้สวยงามขึ้น"",""ควรใส่รายละเอียดของแผนภาพให้สมบูรณ์""]}",2019-09-30 09:00:00,2019-09-06 06:59:12.210747,2019-09-06 07:23:59.276813,127,123,"{""type"":""คะแนน (scoring)"",""score"":""10""}",10,ชิ้นงาน,2019-09-29 09:00:00
166,แบบทดสอบปลายภาค,ข้อสอบ 30 ข้อ แบบ 4 9y;g]nvd,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำถูกต้องทุกข้อ""],""disadvantages"":[""ทำข้อสอบไม่ถึง15 ""],""suggestion"":[""ทบทวนบทเรียน""]}",2019-10-07 06:30:00,2019-09-06 07:01:02.763411,2019-09-06 07:28:51.36764,122,125,"{""type"":""คะแนน (scoring)"",""score"":""15""}",10,"",2019-10-04 06:30:00
168,สอบปลายภาค,แบบทดสอบปลายภาค,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เก่ง""],""disadvantages"":[""ตั้งใจเขียนกว่านี้""],""suggestion"":[""ควรปรับปรุงลายมือ""]}",2019-09-30 01:00:00,2019-09-06 07:01:08.497085,2019-09-06 07:42:18.366374,101,119,"{""type"":""คะแนน (scoring)"",""score"":""20""}",15,"",2019-09-27 09:00:00
158,หนังสือเล่มเล็กเรื่อง ภาษาพูดและภาษาเขียน,ใช้ภาษาได้ถูกต้อง ตกแต่งได้สวยงาม,แบบฝึกหัด,ข้อความ,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ใช้ภาษาได้ถูกต้อง""],""disadvantages"":[""ตกแต่งน้อยเกินไป""],""suggestion"":[""ควรวาดภาพประกอบ""]}",2019-09-12 17:00:00,2019-09-06 06:57:16.862067,2019-09-06 06:57:16.862067,141,153,"{""type"":""ข้อความ""}",0,"",2019-09-12 06:57:00
170,สอบปลายภาค,ข้อสอบจำนวน20ข้อแบบ4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ถูกต้องทุกข้อ"",""สู้ๆเป็นกำลังใจให้ค่ะ""],""disadvantages"":[""ควรอ่านหนังสือให้มากขึ้น""],""suggestion"":[]}",2019-09-30 01:00:00,2019-09-06 07:01:27.38102,2019-09-06 07:01:27.38102,123,133,"{""type"":""คะแนน (scoring)"",""score"":""""}",0,"",2019-09-23 02:00:00
155,ใบงาน my farm,ใช้การลงสรวจชุมชน,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ลายมือสวยงาม เรียบร้อย"",""ระบุสิ่งมีชีวิตชัดเจน""],""disadvantages"":[""ลายมือไม่สวย"",""ระบุสิ่งมีชีตไม่ถูกต้อง""],""suggestion"":[""ควรวาดรูปพร้อมระบายสี"",""หาข้อมูลเพิ่มเติมทางอินเตอร์เน็ต""]}",2019-09-13 01:00:00,2019-09-06 06:57:01.147849,2019-09-06 07:23:16.682325,103,122,"{""type"":""คะแนน (scoring)"",""score"":""5""}",5,"",2019-09-12 01:00:00
173,สอบ,ข้อสอบ 20 ข้อ 4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ถูกทุกข้อเลย""],""disadvantages"":[],""suggestion"":[""ควรอ่านหนังสือมากขึ้น"",""ควรตั้งใจเรียนมากขึ้น""]}",2019-09-27 02:00:00,2019-09-06 07:01:29.348969,2019-09-06 07:23:48.725062,103,122,"{""type"":""คะแนน (scoring)"",""score"":""5""}",4,"",2019-09-26 09:00:00
165,ทำแบบทดสอบ,โน้ตสากล,แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ถูกต้องทุกข้อ""],""disadvantages"":[""ผิดเกินครึ่ง""],""suggestion"":[""ศึกษาข้อมูลเพิ่มเติมให้มากขึ้นก่อนสอบ""]}",2019-09-09 07:00:00,2019-09-06 07:00:40.323023,2019-09-06 07:30:07.910477,135,150,"{""type"":""คะแนน (scoring)"",""score"":""10""}",5,"",2019-09-08 07:00:00
157,worksheet การลงพื้นที่สำรวจชุมชน,ให้นักเรียนสำรวจชุมชน ผัง 13 แล้วทำใบงาน,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""สรุปสิ่งที่ได้ทำได้ดี"",""ลายมือสวย ""],""disadvantages"":[""เนื้อหาไม่ชัดเจน "",""ความรับผิดชอบ""],""suggestion"":[""เพิ่มเติมเนื้อหาห้ครบถ้วน""]}",2019-09-13 06:57:00,2019-09-06 06:57:12.745331,2019-09-06 07:22:43.680107,116,138,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-11 06:57:00
180,สอบปลายภาค, ข้อสอบ 20 ข้อ  แบบ 4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ถูกทุกข้อ"",""ครูเป็นกำลังใจให้น๊ะ""],""disadvantages"":[],""suggestion"":[""ควรอ่านหนังสิอให้มากขึ้น""]}",2019-09-30 01:00:00,2019-09-06 07:01:38.919283,2019-09-06 07:23:44.632916,129,148,"{""type"":""คะแนน (scoring)"",""score"":""20  ""}",15,"",2019-09-27 08:30:00
